,origin,destination,departure_at,airline,flight_number,price,expires_at
133,MOW,LED,2021-07-18T02:35:00Z,UT,489,4190,2021-03-07T16:23:18Z
134,MOW,LED,2021-07-19T02:35:00Z,UT,489,4190,2021-03-07T07:55:25Z
135,MOW,LED,2021-07-20T02:35:00Z,UT,489,4190,2021-03-07T20:58:21Z
136,MOW,LED,2021-07-21T02:35:00Z,UT,489,4190,2021-03-07T18:08:45Z
137,MOW,LED,2021-07-22T02:35:00Z,UT,489,4190,2021-03-07T13:27:31Z
138,MOW,LED,2021-07-23T02:35:00Z,UT,489,4190,2021-03-07T05:37:38Z
139,MOW,LED,2021-07-24T02:35:00Z,UT,489,4190,2021-03-06T20:31:29Z
140,MOW,LED,2021-07-25T22:40:00Z,UT,453,11010,2021-03-08T10:44:27Z
141,MOW,LED,2021-07-26T02:35:00Z,UT,489,4190,2021-03-08T10:44:27Z
142,MOW,LED,2021-07-27T22:40:00Z,UT,453,11056,2021-03-06T10:46:47Z
143,MOW,LED,2021-07-28T02:35:00Z,UT,489,4250,2021-03-06T16:33:22Z
144,MOW,LED,2021-07-29T02:35:00Z,UT,489,4190,2021-03-07T12:34:51Z
145,MOW,LED,2021-07-30T22:40:00Z,UT,453,10759,2021-03-06T00:46:23Z
146,MOW,LED,2021-07-31T02:35:00Z,UT,489,4190,2021-03-07T10:08:40Z
147,MOW,LED,2021-08-01T02:35:00Z,UT,489,4190,2021-03-07T11:09:51Z
148,MOW,LED,2021-08-02T02:35:00Z,UT,489,4190,2021-03-08T09:01:02Z
149,MOW,LED,2021-08-03T02:35:00Z,UT,489,4250,2021-03-06T16:25:18Z
150,MOW,LED,2021-08-04T19:30:00Z,FV,6016,4940,2021-03-06T10:11:35Z
151,MOW,LED,2021-08-05T02:35:00Z,UT,489,4190,2021-03-08T04:52:12Z
152,MOW,LED,2021-08-06T02:35:00Z,UT,489,4190,2021-03-07T11:30:19Z
153,MOW,LED,2021-08-07T07:45:00Z,FV,6018,4940,2021-03-06T07:13:03Z
154,MOW,LED,2021-08-08T02:35:00Z,UT,489,4190,2021-03-08T07:56:45Z
155,MOW,LED,2021-08-09T02:35:00Z,UT,489,4190,2021-03-08T08:12:20Z
156,MOW,LED,2021-08-10T15:05:00Z,FV,6012,4940,2021-03-05T16:06:41Z
157,MOW,LED,2021-08-11T02:35:00Z,UT,489,4190,2021-03-07T15:56:57Z
158,MOW,LED,2021-08-12T02:35:00Z,UT,489,4190,2021-03-07T15:55:08Z
159,MOW,LED,2021-08-13T02:35:00Z,UT,489,4190,2021-03-07T19:40:57Z
160,MOW,LED,2021-08-14T02:35:00Z,UT,489,4318,2021-03-06T15:40:18Z
161,MOW,LED,2021-08-15T23:50:00Z,PC,1581,28300,2021-03-07T05:05:18Z
162,MOW,LED,2021-08-16T02:35:00Z,UT,489,4190,2021-03-07T14:18:39Z
163,MOW,LED,2021-08-17T02:35:00Z,UT,489,4190,2021-03-07T09:04:48Z
164,MOW,LED,2021-08-18T15:20:00Z,N4,147,4918,2021-03-05T19:16:31Z
165,MOW,LED,2021-08-20T02:35:00Z,UT,489,4190,2021-03-07T20:51:07Z
166,MOW,LED,2021-08-22T02:35:00Z,UT,489,4190,2021-03-07T21:42:06Z
167,MOW,LED,2021-08-23T02:35:00Z,UT,489,4425,2021-03-06T13:04:47Z
168,MOW,LED,2021-08-24T23:50:00Z,PC,1581,39765,2021-03-08T05:56:51Z
169,MOW,LED,2021-08-25T02:35:00Z,UT,489,4190,2021-03-08T05:56:51Z
170,MOW,LED,2021-08-26T02:35:00Z,UT,489,4425,2021-03-06T13:22:05Z
171,MOW,LED,2021-08-27T02:35:00Z,UT,489,4190,2021-03-07T06:21:41Z
172,MOW,LED,2021-08-28T02:35:00Z,UT,489,4250,2021-03-06T13:28:45Z
173,MOW,LED,2021-08-29T15:20:00Z,N4,147,4453,2021-03-06T11:04:50Z
174,MOW,LED,2021-08-31T23:50:00Z,PC,1581,39444,2021-03-07T16:17:05Z
175,MOW,LED,2021-09-01T02:35:00Z,UT,489,4190,2021-03-07T16:17:41Z
176,MOW,LED,2021-09-02T11:10:00Z,FV,6014,4940,2021-03-06T09:27:02Z
177,MOW,LED,2021-09-03T02:35:00Z,UT,489,4190,2021-03-07T13:35:16Z
178,MOW,LED,2021-09-04T02:35:00Z,UT,489,4190,2021-03-07T15:43:36Z
179,MOW,LED,2021-09-05T02:35:00Z,UT,489,4190,2021-03-08T10:52:56Z
180,MOW,LED,2021-09-06T19:15:00Z,DP,207,4521,2021-03-05T18:55:11Z
181,MOW,LED,2021-09-07T11:45:00Z,S7,1013,3394,2021-03-05T21:41:55Z
182,MOW,LED,2021-09-08T14:05:00Z,S7,1015,3394,2021-03-05T15:30:11Z
183,MOW,LED,2021-09-09T15:30:00Z,S7,1017,3394,2021-03-08T06:37:31Z
184,MOW,LED,2021-09-10T15:30:00Z,S7,1017,3394,2021-03-06T10:49:23Z
185,MOW,LED,2021-09-11T23:50:00Z,PC,1581,37040,2021-03-08T08:06:01Z
186,MOW,LED,2021-09-12T17:00:00Z,S7,1019,3394,2021-03-07T07:48:19Z
187,MOW,LED,2021-09-13T14:05:00Z,S7,1015,3394,2021-03-06T12:19:17Z
188,MOW,LED,2021-09-14T15:30:00Z,S7,1017,3394,2021-03-07T11:06:03Z
189,MOW,LED,2021-09-17T17:00:00Z,S7,1019,3394,2021-03-06T19:50:10Z
190,MOW,LED,2021-09-18T17:00:00Z,S7,1019,3394,2021-03-07T13:14:00Z
191,MOW,LED,2021-09-19T17:00:00Z,S7,1019,3394,2021-03-07T08:42:39Z
192,MOW,LED,2021-09-21T09:55:00Z,S7,1011,3394,2021-03-08T10:32:04Z
193,MOW,LED,2021-09-22T23:50:00Z,PC,1581,37040,2021-03-07T12:13:10Z
194,MOW,LED,2021-09-23T15:30:00Z,S7,1017,3394,2021-03-07T12:13:10Z
195,MOW,LED,2021-09-24T03:45:00Z,FV,6022,4563,2021-03-06T13:43:30Z
196,MOW,LED,2021-09-25T15:20:00Z,N4,147,4113,2021-03-06T13:40:38Z
197,MOW,LED,2021-09-26T23:50:00Z,PC,1581,36641,2021-03-08T02:54:42Z
198,MOW,LED,2021-09-27T17:00:00Z,S7,1019,3394,2021-03-08T02:54:42Z
199,MOW,LED,2021-10-01T10:35:00Z,U6,59,3133,2021-03-06T18:19:18Z
200,MOW,LED,2021-10-05T07:10:00Z,U6,79,3133,2021-03-05T16:48:21Z
201,MOW,LED,2021-10-20T07:10:00Z,U6,79,3133,2021-03-06T03:40:11Z
202,MOW,LED,2021-11-04T10:30:00Z,U6,59,3133,2021-03-08T01:50:14Z
203,MOW,LED,2021-11-06T07:10:00Z,U6,79,3133,2021-03-06T17:43:20Z
204,MOW,LED,2021-11-08T07:10:00Z,U6,79,3133,2021-03-08T07:52:33Z
205,MOW,LED,2021-11-19T10:30:00Z,U6,59,3133,2021-03-06T18:11:45Z
206,MOW,LED,2021-11-25T10:30:00Z,U6,59,3133,2021-03-05T21:28:34Z
207,MOW,LED,2021-12-10T07:10:00Z,U6,79,3133,2021-03-07T16:41:57Z
208,MOW,LED,2022-01-05T07:10:00Z,U6,79,3781,2021-03-08T10:07:48Z
209,MOW,LED,2022-01-08T07:10:00Z,U6,79,3781,2021-03-05T20:14:22Z
210,MOW,LED,2022-01-26T07:10:00Z,U6,79,3133,2021-03-07T05:55:57Z
211,MOW,LED,2022-02-01T07:10:00Z,U6,79,3133,2021-03-07T15:32:04Z
212,MOW,LED,2022-02-05T07:10:00Z,U6,79,3133,2021-03-06T22:24:50Z
213,MOW,LED,2022-02-11T07:10:00Z,U6,79,3133,2021-03-07T12:22:54Z
214,MOW,LED,2022-02-12T07:10:00Z,U6,79,3133,2021-03-07T15:31:28Z
215,MOW,LED,2022-02-13T07:10:00Z,U6,79,3133,2021-03-07T09:11:13Z
216,MOW,LED,2022-02-14T07:10:00Z,U6,79,3133,2021-03-07T05:39:19Z
217,MOW,LED,2022-02-15T07:10:00Z,U6,79,3133,2021-03-07T17:34:46Z
218,MOW,LED,2022-02-16T07:10:00Z,U6,79,3133,2021-03-05T22:08:45Z
219,MOW,LED,2022-02-17T07:10:00Z,U6,79,3133,2021-03-06T22:28:54Z
220,MOW,LED,2022-02-19T07:10:00Z,U6,79,3133,2021-03-06T14:27:56Z
221,MOW,LED,2022-02-20T07:10:00Z,U6,79,3133,2021-03-06T07:01:15Z
222,MOW,LED,2022-02-21T07:10:00Z,U6,79,3133,2021-03-06T08:00:17Z
223,MOW,LED,2022-02-22T07:10:00Z,U6,79,3133,2021-03-08T10:51:17Z
224,MOW,LED,2022-02-23T07:10:00Z,U6,79,3133,2021-03-07T19:56:28Z
225,MOW,LED,2022-02-25T07:10:00Z,U6,79,3133,2021-03-08T07:31:36Z
226,MOW,LED,2022-02-26T07:10:00Z,U6,79,3133,2021-03-07T05:34:29Z
227,MOW,KZN,2021-03-05T15:50:00Z,DP,181,16648,2021-03-05T15:50:00Z
228,MOW,KZN,2021-03-06T17:10:00Z,DP,273,6449,2021-03-06T17:10:00Z
229,MOW,KZN,2021-03-07T06:15:00Z,DP,285,4890,2021-03-06T10:24:36Z
230,MOW,KZN,2021-03-08T05:40:00Z,DP,285,4385,2021-03-06T23:42:35Z
231,MOW,KZN,2021-03-09T07:10:00Z,DP,285,4830,2021-03-05T17:17:25Z
232,MOW,KZN,2021-03-10T05:40:00Z,DP,285,4156,2021-03-08T08:20:13Z
233,MOW,KZN,2021-03-11T09:45:00Z,DP,283,4193,2021-03-08T11:53:36Z
234,MOW,KZN,2021-03-12T05:40:00Z,DP,285,4450,2021-03-08T11:58:50Z
235,MOW,KZN,2021-03-13T11:15:00Z,DP,283,4385,2021-03-06T21:52:20Z
236,MOW,KZN,2021-03-14T06:15:00Z,DP,285,4413,2021-03-08T10:31:44Z
237,MOW,KZN,2021-03-15T17:30:00Z,N4,175,4495,2021-03-08T11:08:06Z
238,MOW,KZN,2021-03-16T11:15:00Z,DP,283,4572,2021-03-05T17:04:17Z
239,MOW,KZN,2021-03-17T19:35:00Z,U6,303,4200,2021-03-07T17:40:47Z
240,MOW,KZN,2021-03-18T07:10:00Z,DP,285,4572,2021-03-07T08:09:55Z
241,MOW,KZN,2021-03-19T11:15:00Z,DP,283,4555,2021-03-08T08:52:01Z
242,MOW,KZN,2021-03-20T11:15:00Z,DP,283,4562,2021-03-07T06:29:29Z
243,MOW,KZN,2021-03-21T06:15:00Z,DP,285,4418,2021-03-06T19:22:33Z
244,MOW,KZN,2021-03-22T17:30:00Z,N4,175,4495,2021-03-08T05:11:53Z
245,MOW,KZN,2021-03-23T11:15:00Z,DP,283,4578,2021-03-08T08:36:47Z
246,MOW,KZN,2021-03-24T19:35:00Z,U6,303,4429,2021-03-06T09:48:30Z
247,MOW,KZN,2021-03-25T07:10:00Z,DP,285,4567,2021-03-08T10:40:37Z
248,MOW,KZN,2021-03-26T05:40:00Z,DP,285,4632,2021-03-07T05:20:26Z
249,MOW,KZN,2021-03-27T11:15:00Z,DP,283,4572,2021-03-08T11:38:10Z
250,MOW,KZN,2021-03-28T04:55:00Z,DP,285,4632,2021-03-06T05:33:46Z
251,MOW,KZN,2021-03-29T17:30:00Z,N4,175,4498,2021-03-08T05:58:08Z
252,MOW,KZN,2021-03-30T13:55:00Z,DP,283,4632,2021-03-08T07:15:24Z
253,MOW,KZN,2021-03-31T04:55:00Z,DP,285,4632,2021-03-07T15:48:51Z
254,MOW,KZN,2021-04-01T14:05:00Z,U6,122,4508,2021-03-08T08:33:47Z
255,MOW,KZN,2021-04-02T04:55:00Z,DP,285,4572,2021-03-08T11:26:21Z
256,MOW,KZN,2021-04-03T13:55:00Z,DP,283,4890,2021-03-08T08:51:09Z
257,MOW,KZN,2021-04-04T04:55:00Z,DP,285,4890,2021-03-07T18:19:05Z
258,MOW,KZN,2021-04-05T17:30:00Z,N4,175,4503,2021-03-07T14:18:29Z
259,MOW,KZN,2021-04-06T04:45:00Z,S7,1051,4978,2021-03-05T21:02:11Z
260,MOW,KZN,2021-04-07T14:40:00Z,S7,1055,4965,2021-03-08T11:54:58Z
261,MOW,KZN,2021-04-08T14:05:00Z,U6,122,4313,2021-03-05T15:59:29Z
262,MOW,KZN,2021-04-09T04:55:00Z,DP,285,4820,2021-03-08T12:05:55Z
263,MOW,KZN,2021-04-10T13:55:00Z,DP,283,4820,2021-03-08T11:56:06Z
264,MOW,KZN,2021-04-11T04:55:00Z,DP,285,4830,2021-03-08T11:22:27Z
265,MOW,KZN,2021-04-12T17:30:00Z,N4,175,4829,2021-03-07T20:55:33Z
266,MOW,KZN,2021-04-13T13:55:00Z,DP,283,4829,2021-03-07T20:05:11Z
267,MOW,KZN,2021-04-14T13:55:00Z,DP,283,4838,2021-03-08T07:24:07Z
268,MOW,KZN,2021-04-15T14:05:00Z,U6,122,4693,2021-03-06T22:48:06Z
269,MOW,KZN,2021-04-16T04:55:00Z,DP,285,4828,2021-03-08T10:42:15Z
270,MOW,KZN,2021-04-17T13:55:00Z,DP,283,4787,2021-03-08T11:22:02Z
271,MOW,KZN,2021-04-18T04:45:00Z,S7,1051,4978,2021-03-07T08:34:58Z
272,MOW,KZN,2021-04-19T17:30:00Z,N4,175,4890,2021-03-08T08:16:51Z
273,MOW,KZN,2021-04-20T14:40:00Z,S7,1055,4978,2021-03-07T11:01:42Z
274,MOW,KZN,2021-04-21T04:45:00Z,S7,1051,4978,2021-03-06T17:38:07Z
275,MOW,KZN,2021-04-22T14:05:00Z,U6,122,4758,2021-03-08T10:02:21Z
276,MOW,KZN,2021-04-23T04:55:00Z,DP,285,4787,2021-03-08T09:35:27Z
277,MOW,KZN,2021-04-24T04:45:00Z,S7,1051,4978,2021-03-07T18:39:46Z
278,MOW,KZN,2021-04-25T04:45:00Z,S7,1051,4978,2021-03-05T16:24:47Z
279,MOW,KZN,2021-04-26T14:40:00Z,S7,1055,4978,2021-03-07T16:50:25Z
280,MOW,KZN,2021-04-27T14:40:00Z,S7,1055,4978,2021-03-08T09:56:05Z
281,MOW,KZN,2021-04-28T21:45:00Z,SU,1196,6040,2021-03-08T11:15:47Z
282,MOW,KZN,2021-04-29T21:45:00Z,SU,1196,5691,2021-03-08T11:15:15Z
283,MOW,KZN,2021-04-30T04:45:00Z,S7,1051,6178,2021-03-05T20:49:51Z
284,MOW,KZN,2021-05-01T20:55:00Z,S7,1059,5613,2021-03-05T16:38:48Z
285,MOW,KZN,2021-05-02T11:40:00Z,S7,1053,5158,2021-03-08T06:50:11Z
286,MOW,KZN,2021-05-03T20:55:00Z,S7,1059,4978,2021-03-08T10:50:12Z
287,MOW,KZN,2021-05-04T04:45:00Z,S7,1051,4978,2021-03-07T13:43:39Z
288,MOW,KZN,2021-05-05T14:40:00Z,S7,1055,4978,2021-03-08T08:24:42Z
289,MOW,KZN,2021-05-06T14:40:00Z,S7,1055,5613,2021-03-07T07:50:17Z
290,MOW,KZN,2021-05-07T11:40:00Z,S7,1053,5158,2021-03-08T10:06:24Z
291,MOW,KZN,2021-05-08T20:55:00Z,S7,1059,4965,2021-03-08T11:51:40Z
292,MOW,KZN,2021-05-09T11:40:00Z,S7,1053,5793,2021-03-07T09:58:35Z
293,MOW,KZN,2021-05-10T14:40:00Z,S7,1055,4978,2021-03-06T11:53:31Z
